university,studenttotal,teacherscount,sfr
"Government First Grade College, Government Primary School Campus, K.R. Puram. (Id: C-17843)",2489,115.0,21.643478260869564
"Government First Grade College, Govt. Higher  Primary School Annex,  Hosur Sarjapur Road, HSR Agara, Bangalore-560 034. (Id: C-20987)",691,15.0,46.06666666666667
"Government First Grade College, Govt. Junior College Annex, Bidadi-562 109, Ramanagar Dist. (Id: C-20961)",131,11.0,11.909090909090908
"Government First Grade College, Govt. Junior College Annex, Nelamangala-562 123, Bangalore Rural Dist. (Id: C-20840)",843,17.0,49.588235294117645
"Government First Grade College, Govt. Junior College Annex, Peenya, Bangalore -560 058. (Id: C-20794)",424,8.0,53.0
"Government First Grade College, Govt. Middle & Higher School Annex, 2nd Block, Rajajinagar, Bangalore -560 010. (Id: C-20679)",775,17.0,45.588235294117645
"Government First Grade College, Govt. Middle School Annex, Near NES Office, Yelahanka, Bangalore -560 064. (Id: C-21239)",3279,66.0,49.68181818181818
"Government First Grade College, Govt. PU College Annex, 18th Cross, Malleswaram, Bangalore -560 003. (Id: C-20804)",1019,26.0,39.19230769230769
"Government First Grade College, Govt. Tamil School Annex, Cox Town, Frazer Town Post, Bangalore -560 005. (Id: C-21038)",180,17.0,10.588235294117647
"Government First Grade College, Gowribidanur-561 208, Chikkaballapur Dist. (Id: C-20863)",1458,16.0,91.125
"Government First Grade College, Gubbi (Id: C-6957)",1144,59.0,19.389830508474578
GOVERNMENT FIRST GRADE COLLEGE GULEDAGUDDA (Id: C-61996),67,5.0,13.4
Government First Grade College Gundlupet (Id: C-17528),956,20.0,47.8
"Government  First Grade College, Halaguru, Malavalli (Id: C-17398)",252,27.0,9.333333333333334
"Government First Grade College, Halebeedu (Id: C-17604)",351,11.0,31.90909090909091
"Government First Grade College, Hallimysore (Id: C-17486)",74,8.0,9.25
"Government First Grade College ,Hanagodu (Id: C-17558)",709,22.0,32.22727272727273
Government First Grade College  Hanur (Id: C-17572),325,29.0,11.206896551724139
"Government First Grade College,,Harapanahalli (Id: C-17675)",1596,18.0,88.66666666666667
"Government First Grade College,Harihara (Id: C-17705)",1139,63.0,18.07936507936508
"Government First Grade College, Harohalli, Kanakpura, Ramanagar Dist. (Id: C-20694)",271,15.0,18.066666666666666
"Government First Grade College, H.D.Kote (Id: C-17417)",486,33.0,14.727272727272727
"Government First Grade College, Hebbur (Id: C-6980)",389,7.0,55.57142857142857
"Government First Grade College, Hetturu (Id: C-17607)",33,10.0,3.3
"Government First Grade College,Hirisave (Id: C-17556)",217,18.0,12.055555555555555
"Government First Grade College, Holalkere, (Id: C-17676)",476,34.0,14.0
"Government First Grade College, Holenarsipura (Id: C-17541)",813,49.0,16.591836734693878
"Government First Grade College,,Honnali (Id: C-17731)",916,61.0,15.01639344262295
"Government First  Grade College, Honnavar  - Uttara Kannada District - 581334 (Id: C-35619)",1195,97.0,12.31958762886598
"Government First Grade College, Hosadurga. (Id: C-17734)",1709,100.0,17.09
"Government First Grade College ,Hullahalli (Id: C-17461)",301,23.0,13.08695652173913
"Government First Grade College,,Jagalur (Id: C-17739)",674,10.0,67.4
"Government First Grade College, Javagal (Id: C-17399)",234,19.0,12.31578947368421
"Government First Grade College, Javagondanahalli, (Id: C-17753)",78,5.0,15.6
"Government First Grade College, Kaduru. (Id: C-17826)",2008,40.0,50.2
"Government First Grade College, Kalasa, Mudigere Taluka. (Id: C-17849)",275,25.0,11.0
"Government First Grade College, Kengeri, Bangalore -60 (Id: C-21000)",408,21.0,19.428571428571427
GOVERNMENT FIRST GRADE COLLEGE KERUR (Id: C-54195),289,11.0,26.272727272727273
"Government First Grade College, Koppa. (Id: C-17812)",1087,57.0,19.07017543859649
"Government First Grade College, Koppa, Holehonnur. (Id: C-17772)",387,24.0,16.125
"Government  First Grade College,Koppa,Maddur Tq (Id: C-17584)",207,20.0,10.35
"Government First Grade College, Koratagere (Id: C-6952)",960,46.0,20.869565217391305
"Government First Grade College, K.R Nagar (Id: C-17550)",1990,105.0,18.952380952380953
"Government  First Grade College, K.R Pet (Id: C-17442)",1400,26.0,53.84615384615385
"Government  First Grade College, K R S  ,S.R Patna (Id: C-17459)",131,17.0,7.705882352941177
"Government First Grade College , Kuderu (Id: C-17392)",138,19.0,7.2631578947368425
"Government First Grade College, Kunigal (Id: C-6970)",1557,26.0,59.88461538461539
"Government  First Grade College, Kuvempunagar (Id: C-17462)",1892,93.0,20.344086021505376
"Government  First Grade College, Kyathanalli, Pandavapura Tq (Id: C-17568)",101,6.0,16.833333333333332
"Government First Grade College, Madhugiri (Id: C-6928)",1571,82.0,19.158536585365855
"Government  First Grade College, Malavalli (Id: C-17598)",208,10.0,20.8
"GOVERNMENT FIRST GRADE COLLEGE, MEDIGESHI (Id: C-50643)",138,16.0,8.625
"Government  First Grade College, Melukote Tq (Id: C-17393)",137,5.0,27.4
"Government First Grade College, Molakalmuru (Id: C-17735)",362,32.0,11.3125
"Government First Grade College, Mosalehosahalli (Id: C-17587)",186,27.0,6.888888888888889
"Government  First Grade College, Nagamangala (Id: C-17500)",600,12.0,50.0
"Government First Grade College ,Nanjangud (Id: C-17373)",2297,102.0,22.519607843137255
"Government First Grade College, Narasimharajapura. (Id: C-17791)",403,30.0,13.433333333333334
"Government First Grade College, Nonavinakere (Id: C-6967)",39,10.0,3.9
"Government First Grade College, Nyamati (Id: C-17754)",423,31.0,13.64516129032258
"Government First Grade College, Panchanalli. (Id: C-17795)",125,7.0,17.857142857142858
"Government  First Grade College, Pandavapura (Id: C-17414)",621,44.0,14.113636363636363
"Government First Grade College, Parushurampura. (Id: C-17710)",162,15.0,10.8
"Government First Grade College , Periyapatna (Id: C-17531)",421,23.0,18.304347826086957
"Government First Grade College,Rippanpete. (Id: C-17793)",815,46.0,17.717391304347824
"Government First Grade College, Sagar (Id: C-51629)",743,47.0,15.808510638297872
"Government First Grade College, Sakaryapattana. (Id: C-17776)",159,28.0,5.678571428571429
"Government First Grade College, Sakleshpura (Id: C-17491)",405,27.0,15.0
"Government First Grade College ,Salligrama (Id: C-17408)",711,33.0,21.545454545454547
"Government First Grade College, Santebennur (Id: C-17713)",369,31.0,11.903225806451612
"Government First Grade college, Saragur,  (Id: C-54973)",301,18.0,16.72222222222222
"Government First Grade College, Shikaripura. (Id: C-17790)",1904,32.0,59.5
"Government First Grade College, Shiralakoppa. (Id: C-17807)",575,36.0,15.972222222222221
"Government First Grade College, Siddarthanagar (Id: C-17401)",639,40.0,15.975
"Government First Grade College, Sira (Id: C-6990)",1496,21.0,71.23809523809524
"Government First Grade College, Soraba. (Id: C-17817)",1040,56.0,18.571428571428573
"Government First Grade College, Sringeri. (Id: C-17803)",594,30.0,19.8
"Government  First Grade College, Srirangapatna (Id: C-17427)",419,28.0,14.964285714285714
"Government First Grade College, Sulibele, Hoskote Taluk, Bangalore Rural Dist (Id: C-20851)",215,10.0,21.5
"Government First Grade College, Tarikere. (Id: C-17813)",705,34.0,20.735294117647058
Government first grade college Terakanambi (Id: C-63232),51,4.0,12.75
"Government First Grade College, Thirthahalli. (Id: C-17824)",1521,84.0,18.107142857142858
"Government First Grade College, Thyamagondlu, Nelamangala-562 132, Bangalore Rural Dist. (Id: C-20891)",355,9.0,39.44444444444444
"GOVERNMENT FIRST GRADE COLLEGE, TILUVALLI (Id: C-47674)",213,28.0,7.607142857142857
"Government First Grade College, Tiptur (Id: C-6979)",3130,176.0,17.78409090909091
"Government First Grade College ,T. Narasipura (Id: C-17490)",892,63.0,14.158730158730158
"GOVERNMENT FIRST GRADE COLLEGE, TUMKUR (Id: C-47578)",3802,200.0,19.01
"GOVERNMENT FIRST GRADE COLLEGE, TURUVANURU-577517,CHITRADURGA  TALUK AND DISTRICT (Id: C-51683)",57,13.0,4.384615384615385
"Government First Grade College, Turuvekere (Id: C-6962)",437,14.0,31.214285714285715
"Government First Grade College,Udapura (Id: C-17391)",440,29.0,15.172413793103448
"Government First Grade College, Vemagal-563 101, Kolar Dist. (Id: C-20623)",506,15.0,33.733333333333334
"Government First Grade College, Vijayanagar, Banglor-40 (Id: C-20801)",2882,78.0,36.94871794871795
"Government First Grade College, Yagati. (Id: C-17839)",102,8.0,12.75
"Government First Grade College, Yedur, 6th Block, Jayanagar, Bangalore -560 082. (Id: C-20595)",363,11.0,33.0
Government First Grade College Yelandur (Id: C-17509),134,8.0,16.75
"Government First Grade women's College, Davangere (Id: C-17764)",1190,66.0,18.03030303030303
GOVERNMENT FIRST GRADE WOMENS COLLEGE YADAHALLI (Id: C-62532),28,7.0,4.0
GOVERNMENT GENERAL DEGREE COLLEGE (Id: C-55421),325,24.0,13.541666666666666
"Government General Degree College, Dantan II (Id: C-54367)",638,22.0,29.0
"GOVERNMENT GENERAL DEGREE COLLEGE, GOPIBALLAVPUR-II (Id: C-52906)",369,21.0,17.571428571428573
"Government General Degree College, Kalna-I (Id: C-53565)",300,19.0,15.789473684210526
"Government General Degree College, Kharagpur II (Id: C-54361)",468,27.0,17.333333333333332
"Government General Degree College, Manbazar-II (Id: C-52909)",588,26.0,22.615384615384617
"Government General Degree College, Mangalkote (Id: C-52871)",287,22.0,13.045454545454545
"GOVERNMENT GENERAL DEGREE COLLEGE, MOHANPUR, PASCHIM MEDINIPUR (Id: C-54448)",756,19.0,39.78947368421053
"GOVERNMENT GENERAL DEGREE COLLEGE, RANIBANDH (Id: C-53264)",576,20.0,28.8
"Government General Zorawar Singh Memorial Degree College, Reasi (Id: C-22934)",921,36.0,25.583333333333332
"Government Girls College, Ajmer (Id: C-29108)",3102,37.0,83.83783783783784
Government Girls College Bandikui (Id: C-63609),200,3.0,66.66666666666667
"GOVERNMENT GIRLS COLLEGE, BETUL (Id: C-50429)",1352,14.0,96.57142857142857
Government Girls College Churu (Id: C-60565),472,6.0,78.66666666666667
"GOVERNMENT GIRLS COLLEGE, DHOLPUR (Id: C-50596)",556,4.0,139.0
Government Girls College Hanumangarh (Id: C-62568),81,3.0,27.0
"Government Girls College, Jalore (Id: C-29099)",664,7.0,94.85714285714286
"GOVERNMENT GIRLS COLLEGE, KHERWARA (Id: C-50591)",931,11.0,84.63636363636364
Government Girls College Kishanpole  Jaipur (Id: C-62498),181,8.0,22.625
"GOVERNMENT GIRLS COLLEGE, LALSOT (Id: C-50594)",1595,7.0,227.85714285714286
"Government Girls College, Nagaur (Id: C-29105)",621,8.0,77.625
"GOVERNMENT GIRLS COLLEGE, NAGDA (Id: C-47246)",182,6.0,30.333333333333332
GOVERNMENT GIRLS COLLEGE PADHA (Id: C-61267),261,4.0,65.25
"GOVERNMENT GIRLS COLLEGE ,POKARAN (Id: C-59336)",272,5.0,54.4
Government Girls College Rajgarh Churu (Id: C-62745),120,1.0,120.0
"GOVERNMENT GIRLS COLLEGE, SARWAR (Id: C-50581)",251,6.0,41.833333333333336
"Government Girls College, Seoni (Id: C-33386)",2572,26.0,98.92307692307692
"Government Girls College, Tonk (Id: C-29109)",404,11.0,36.72727272727273
"GOVERNMENT GIRLS COLLEGE, WAIDHAN (Id: C-50453)",524,6.0,87.33333333333333
"Government Girls Degree College, Kandhala (Prabudh Nagar) Mob. No.9897933840 (Id: C-29051)",807,13.0,62.07692307692308
GOVERNMENT GIRLS DEGREE COLLEGE KURAWALI (Id: C-58983),161,5.0,32.2
"Government Girls Polytechnic,Ahmedabad 614 (Id: C-29)",1682,86.0,19.558139534883722
"Government Girls Polytechnic,Surat. 615  (Id: C-385)",1129,64.0,17.640625
GOVERNMENT HOMEOPATHIC MEDICAL COLLEGE (Id: C-48123),313,23.0,13.608695652173912
"GOVERNMENT HOMEOPHATHIC COLLEGE, GAZIPUR (Id: C-47546)",210,23.0,9.130434782608695
"GOVERNMENT HOMEOPHATHIC MEDICAL COLLEGE, LUCKNOW (Id: C-47544)",300,48.0,6.25
Government Homoeopathic Medical College (Id: C-40213),414,36.0,11.5
"GOVERNMENT HOMOEOPATHIC MEDICAL COLLEGE, DETHALI (Id: C-58749)",295,10.0,29.5
"GOVERNMENT HOMOEOPATHIC MEDICAL COLLEGE & HOSPITAL (Inst. Code - 016), MADURAI (Id: C-45637)",296,23.0,12.869565217391305
GOVERNMENT INSTITITE OF MEDICAL SCIENCES (Id: C-61792),100,47.0,2.127659574468085
"GOVERNMENT INSTITUTE OF FORENSIC SCIENCE, NAGPUR (Id: C-49799)",272,21.0,12.952380952380953
"Government Institute of Forensic Science, Nipatniranjan, Aurangabad. (Id: C-51721)",234,19.0,12.31578947368421
Government Institute of Pharmaceutical Sciences and Engg (Id: C-10292),118,9.0,13.11111111111111
"GOVERNMENT INSTITUTE OF REHABILITATION AND MEDICINE (Inst. Code - 036), CHENNAI (Id: C-45414)",74,11.0,6.7272727272727275
"Government Institute of Science, Nipat Niranjan Nagar, Caves Road, Aurangabad. (Id: C-34444)",187,19.0,9.842105263157896
Government Institution of Education (PG) for Women (Id: C-44753),97,9.0,10.777777777777779
"GOVERNMENT KANYAKUMARI MEDICAL COLLEGE (Inst. Code - 087), KANYAKUMARI (Id: C-45623)",698,181.0,3.856353591160221
"GOVERNMENT KILPAUK MEDICAL COLLEGE (Inst. Code - 004), CHENNAI (Id: C-45405)",746,255.0,2.925490196078431
Government Law College (Id: C-9594),253,1.0,253.0
Government Law College (Id: C-63053),155,5.0,31.0
GOVERNMENT LAW COLLEGE (Id: C-63575),323,17.0,19.0
GOVERNMENT LAW COLLEGE (Id: C-61895),118,3.0,39.333333333333336
"Government Law College, Ajmer (Id: C-29106)",753,10.0,75.3
"GOVERNMENT LAW COLLEGE, ASHOKNAGAR (Id: C-50360)",489,2.0,244.5
"Government Law College, Bhilwara (Id: C-29107)",202,5.0,40.4
"Government Law College, Bikaner (Id: C-40769)",647,9.0,71.88888888888889
"Government Law College, Chengalpattu (Id: C-39281)",897,14.0,64.07142857142857
"Government Law College, Churu (Id: C-40711)",394,8.0,49.25
"Government Law College, Coimbatore (Id: C-39282)",1444,11.0,131.27272727272728
GOVERNMENT LAW COLLEGE DHARMAPURI (Id: C-59051),441,4.0,110.25
"Government Law College, Hassan (Id: C-9807)",245,10.0,24.5
"Government Law College, Holenarasipura (Id: C-9835)",288,4.0,72.0
"Government Law College, Kolar (Id: C-9854)",249,7.0,35.57142857142857
"Government Law College, Madurai (Id: C-39286)",1449,23.0,63.0
"GOVERNMENT LAW COLLEGE, MANINAGAR (Id: C-6088)",144,4.0,36.0
"Government Law College, Nagaur (Id: C-29100)",166,3.0,55.333333333333336
Government Law College Opp Churchgate Station Mumbai  400 020 (Id: C-33823),2314,13.0,178.0
"Government Law College, Pali (Id: C-29104)",311,9.0,34.55555555555556
"Government Law College, Ramanagar. (Id: C-9817)",199,13.0,15.307692307692308
GOVERNMENT LAW COLLEGE SALEM (Id: C-63069),167,1.0,167.0
"Government Law College, Sriganganagar (Id: C-40668)",352,7.0,50.285714285714285
"Government Law College, Tirunelveli (Id: C-39283)",1349,24.0,56.208333333333336
"Government Law College, Trichy (Id: C-39284)",1393,22.0,63.31818181818182
"Government Law College, Vellore (Id: C-39280)",370,5.0,74.0
Government Laxmi Nath Shastri Sanskrit College Chithwari (Id: C-26607),561,4.0,140.25
"Government Maa Mahamaya College, Khadgawan (Id: C-9695)",221,10.0,22.1
"Government Madical College, Haldwani (Id: C-21899)",686,94.0,7.297872340425532
Government Maharaja P.G. College (Autonomous) Chhatarpur (Id: C-53535),19024,82.0,232.0
Government Mahavidyalaya Nanauta (Saharanpur) Mob. No.9452248624 (Id: C-28886),836,10.0,83.6
Government Mahavidyalaya  Noida Mob. No.0120-2575115 (Id: C-29054),3765,21.0,179.28571428571428
"GOVERNMENT MAHILA DEGREE COLLEGE, BUDAUN (Id: C-57259)",1177,8.0,147.125
Government Mahila Mahavidyalaya Behat (Saharanpur) Mob. No.9412864533 (Id: C-28942),738,6.0,123.0
Government Mahila Mahavidyalaya Kota (Saharanpur) Mob. No.9319635630 (Id: C-28679),135,5.0,27.0
"Government Manmal Mimraj Ruyia Sanskrit College, Ujjain (Id: C-6614)",102,4.0,25.5
"GOVERNMENT MCA COLLEGE, MANINAGAR-569 (Id: C-49596)",143,6.0,23.833333333333332
Government Medical College (Id: C-62133),250,148.0,1.6891891891891893
Government Medical College (Id: C-7198),1120,67.0,16.71641791044776
Government Medical College (Id: C-690),1582,67.0,23.611940298507463
Government Medical College (Id: C-61797),249,210.0,1.1857142857142857
Government Medical College (Id: C-49581),120,91.0,1.3186813186813187
GOVERNMENT MEDICAL COLLEGE (Id: C-63275),150,97.0,1.5463917525773196
GOVERNMENT MEDICAL COLLEGE (Id: C-62603),150,112.0,1.3392857142857142
Government Medical College Ambikapur (Id: C-61386),199,117.0,1.7008547008547008
"Government Medical College, Anantapur (Id: C-30409)",569,169.0,3.366863905325444
Government Medical College Anantnag (Id: C-62973),100,90.0,1.1111111111111112
Government Medical College and ESIC Hospital (Id: C-58414),408,130.0,3.1384615384615384
"Government Medical College, Azamgarh (Id: C-52598)",485,102.0,4.754901960784314
Government medical college Baramati (Id: C-62642),100,100.0,1.0
GOVERNMENT MEDICAL COLLEGE BARAMULLA (Id: C-62953),57,62.0,0.9193548387096774
Government Medical College Barmer (Id: C-61650),100,69.0,1.4492753623188406
"GOVERNMENT MEDICAL COLLEGE, CHANDRAPUR (Id: C-52455)",537,1.0,537.0
"GOVERNMENT MEDICAL COLLEGE, ERNAKULAM (Id: C-49794)",537,179.0,3.0
"GOVERNMENT MEDICAL COLLEGE, JALGAON (Id: C-62661)",209,67.0,3.1194029850746268
GOVERNMENT MEDICAL COLLEGE KARUR (Id: C-63351),150,133.0,1.1278195488721805
Government Medical College Kathua (Id: C-63247),100,87.0,1.1494252873563218
GOVERNMENT MEDICAL COLLEGE KOLLAM (Id: C-58110),310,80.0,3.875
Government Medical College Mahabubnagar (Id: C-60231),624,180.0,3.466666666666667
"GOVERNMENT MEDICAL COLLEGE, OMANDURAR ESTATE (Inst. Code -        ) (Id: C-56085)",500,191.0,2.6178010471204187
Government Medical College Pudukkottai (Id: C-62125),450,89.0,5.056179775280899
"GOVERNMENT MEDICAL COLLEGE, SIDDIPET (Id: C-60243)",325,88.0,3.6931818181818183
"Government Model College, Basar (Id: C-60316)",170,13.0,13.076923076923077
"GOVERNMENT MODEL COLLEGE, GEKU (Id: C-60561)",109,10.0,10.9
"GOVERNMENT  MODEL COLLEGE, JAGDALPUR (Id: C-55932)",84,3.0,28.0
"GOVERNMENT MODEL COLLEGE, JHABUA  (Id: C-62014)",356,34.0,10.470588235294118
Government Model Degree College (Id: C-62559),246,4.0,61.5
" GOVERNMENT MOHAN KUMARAMANGALAM MEDICAL COLLEGE, COLLEGE OF NURSING, (Inst. Code - 401), SALEM (Id: C-49069)",292,21.0,13.904761904761905
"GOVERNMENT MOHAN KUMARAMANGALAM MEDICAL COLLEGE (Inst. Code - 010), SALEM (Id: C-45690)",1088,186.0,5.849462365591398
"Government Mohindra College, Patiala (Id: C-22146)",8265,204.0,40.51470588235294
"Government Motilal Vigyan Mahavidyalaya, Bhopal (Id: C-35342)",3774,71.0,53.15492957746479
Government Music And Fine Arts College  (Id: C-53867),316,12.0,26.333333333333332
"Government National College, Sirsa (Id: C-22444)",5192,73.0,71.12328767123287
Government Nature Cure and Yoga College (Id: C-40390),153,16.0,9.5625
"GOVERNMENT NAVEEN COLLEGE, AARA (Id: C-49974)",107,11.0,9.727272727272727
Government Naveen College Aundhi (Id: C-63248),81,10.0,8.1
Government Naveen College Bagbahar (Id: C-60146),173,1.0,173.0
"GOVERNMENT NAVEEN COLLEGE, BALODA (Id: C-49231)",344,11.0,31.272727272727273
"GOVERNMENT NAVEEN COLLEGE, BATOULI (Id: C-50034)",455,10.0,45.5
"GOVERNMENT NAVEEN COLLEGE, BORI (Id: C-47959)",580,15.0,38.666666666666664
GOVERNMENT NAVEEN COLLEGE CHANDANI BIHARPUR (Id: C-62831),123,10.0,12.3
GOVERNMENT NAVEEN COLLEGE KATEKALYAN (Id: C-63205),36,7.0,5.142857142857143
"GOVERNMENT NAVEEN COLLEGE, MAGARLODE (Id: C-49218)",443,4.0,110.75
"Government  Naveen College, Mangchuwa (Id: C-58840)",168,10.0,16.8
"GOVERNMENT NAVEEN COLLEGE, PAMGARH (Id: C-49155)",692,14.0,49.42857142857143
"GOVERNMENT NAVEEN COLLEGE, PATNA (Id: C-49876)",464,3.0,154.66666666666666
"GOVERNMENT NAVEEN COLLEGE, SARIYA (Id: C-59036)",465,10.0,46.5
"GOVERNMENT NAVEEN COLLEGE, SONHAT (Id: C-49145)",153,10.0,15.3
"GOVERNMENT NAVEEN GIRLS COLLEGE, BEMETRA (Id: C-49222)",740,13.0,56.92307692307692
"GOVERNMENT NAVIN COLLEGE, KHIRJANJI (Id: C-50417)",621,10.0,62.1
"Government Navin College, Narwar (Id: C-50873)",231,1.0,231.0
"GOVERNMENT NAVIN COLLEGE, ODGI (Id: C-49992)",144,9.0,16.0
"GOVERNMENT NAVIN COLLEGE, SHANKARGARH (Id: C-49747)",339,10.0,33.9
GOVERNMENT NAVIN COLLEGE SILOUTI (Id: C-60555),184,11.0,16.727272727272727
"GOVERNMENT NEHRU MEMORIAL COLLEGE, HANUMANGARH (Id: C-40675)",4121,18.0,228.94444444444446
Government Nursing College (Id: C-629),196,19.0,10.31578947368421
GOVERNMENT NURSING COLLEGE BASE HOSPITAL ALMORA (Id: C-63481),160,4.0,40.0
"GOVERNMENT NURSING COLLEGE, ERNAKULAM (Id: C-49795)",315,26.0,12.115384615384615
"GOVERNMENT NURSING COLLEGE, HALDWANI (Id: C-56403)",211,8.0,26.375
"Government Nursing College, Jamnagar (Id: C-14057)",239,22.0,10.863636363636363
"GOVERNMENT NURSING COLLEGE, JODHPUR (Id: C-47151)",230,0.0,inf
"GOVERNMENT NURSING COLLEGE, KOTA (Id: C-47164)",422,0.0,inf
"GOVERNMENT NURSING COLLEGE, MYSORE (Id: C-47766)",374,22.0,17.0
GOVERNMENT NURSING COLLEGE SIDDHPUR (Id: C-46574),428,21.0,20.38095238095238
"GOVERNMENT O F K COLLEGE, KHAMARIYA (Id: C-47389)",772,21.0,36.76190476190476
Government of Maharashtra Ismail Yusuf  College of Arts Science & Commerce Jogeshwari East Mumbai  400 060 (Id: C-34028),2731,52.0,52.51923076923077
Government of Maharashtras Sydenham Institute of Mangaement  Studies and Research and trepreneurship Education B Road Churchagate Mumbai 400 020 (Id: C-33866),329,14.0,23.5
Government of Maharashtra Sydenham College of Commerce & Economics B Road  Churchgate  Mumbai  400 020 (Id: C-34137),1729,24.0,72.04166666666667
"Government  P.G. College, Bisalpur- Pilibhit (Id: C-13450)",2494,13.0,191.84615384615384
Government Pharmacy College BRD Medical College Campus Gorakhpur (Id: C-63799),56,5.0,11.2
GOVERNMENT PHARMACY COLLEGE GANDHINAGAR (Id: C-61388),63,3.0,21.0
Government Pharmacy College Sajong (Id: C-60392),124,8.0,15.5
Government Pharmacy College Surat (Id: C-61387),50,3.0,16.666666666666668
Government Pharmacy Institute (Id: C-49566),260,14.0,18.571428571428573
Government Pharmacy Institute Bariatu Ranchi (Id: C-63484),99,4.0,24.75
Government Physical Education College for Women (Id: C-44733),19,10.0,1.9
Government Physiotheraphy College (Id: C-6069),442,75.0,5.8933333333333335
Government Physiotherapy College (Id: C-491),220,11.0,20.0
Government Physiotherapy College (Id: C-6117),119,9.0,13.222222222222221
GOVERNMENT PHYSIOTHERAPY COLLEGE (Id: C-54521),160,3.0,53.333333333333336
"GOVERNMENT PHYSIOTHERAPY COLLEGE, JAMNAGAR (Id: C-12030)",566,9.0,62.888888888888886
"GOVERNMENT POLYTECHINC, MUNGELI, MISSION HIGH SCHOOL CAMPUS, DAUPARA, MUNGELI (Id: C-49654)",180,18.0,10.0
"GOVERNMENT POLYTECHINC RAMANUJGANJ, OLD TEHSIL OFFICE (Id: C-49655)",227,17.0,13.352941176470589
Government Polytechnic (Id: C-9425),421,36.0,11.694444444444445
Government Polytechnic Aahva-Dang 616  (Id: C-387),349,22.0,15.863636363636363
Government Polytechnic Ahmedabad 617  (Id: C-351),3277,160.0,20.48125
"Government Polytechnic, Balod (Id: C-59233)",275,18.0,15.277777777777779
"GOVERNMENT POLYTECHNIC, BALODABAZAR (Id: C-50484)",376,17.0,22.11764705882353
Government Polytechnic Berla (Id: C-55621),292,16.0,18.25
"GOVERNMENT POLYTECHNIC, BHATAPARA (Id: C-50482)",402,14.0,28.714285714285715
"Government Polytechnic,Bhuj 621 (Id: C-56)",943,89.0,10.595505617977528
"Government Polytechnic,Chotta Udepur 622 (Id: C-277)",679,46.0,14.76086956521739
"GOVERNMENT POLYTECHNIC (CO-ED), BASTAR, JAGADALPUR (Id: C-50486)",152,18.0,8.444444444444445
Government Polytechnic (Co-Ed) Kondagaon (Id: C-55620),106,14.0,7.571428571428571
"GOVERNMENT POLYTECHNIC (CO-ED), RAIPUR (Id: C-50483)",591,24.0,24.625
"Government Polytechnic,Dahod 630  (Id: C-217)",936,74.0,12.64864864864865
"GOVERNMENT POLYTECHNIC, DAMAN-658 (Id: C-48754)",1035,57.0,18.157894736842106
"GOVERNMENT POLYTECHNIC, DIU (Id: C-52604)",300,20.0,15.0
"Government Polytechnic,Gandhinagar 623 (Id: C-237)",2213,119.0,18.596638655462186
Government Polytechnic Godhra 618 (Id: C-357),880,39.0,22.564102564102566
"Government Polytechnic,Himmatnagar 624 (Id: C-337)",1227,83.0,14.783132530120483
GOVERNMENT POLYTECHNIC JAGNNATHPUR (Id: C-63689),407,14.0,29.071428571428573
"Government Polytechnic,Jamnagar 625 (Id: C-51)",1705,68.0,25.073529411764707
Government Polytechnic Junagadh 619 (Id: C-369),437,35.0,12.485714285714286
"GOVERNMENT POLYTECHNIC, KHEDA - 972 (Id: C-48522)",295,26.0,11.346153846153847
"GOVERNMENT POLYTECHNIC, NAVSARI 975 (Id: C-48476)",566,23.0,24.608695652173914
"Government Polytechnic,Palanpur 626 (Id: C-416)",608,87.0,6.988505747126437
"Government Polytechnic,Porbandar 627 (Id: C-279)",1123,70.0,16.042857142857144
Government Polytechnic Rajkot 620 (Id: C-243),2335,111.0,21.036036036036037
"GOVERNMENT POLYTECHNIC, Rajpipla - 973 (Id: C-48523)",422,19.0,22.210526315789473
"GOVERNMENT POLYTECHNIC, SUKMA (Id: C-49639)",57,13.0,4.384615384615385
"Government Polytechnic, Surajpur (Id: C-55619)",532,14.0,38.0
"Government Polytechnic,Vadnagar 628 (Id: C-187)",294,28.0,10.5
"Government Polytechnic,Valsad 629  (Id: C-300)",2130,110.0,19.363636363636363
"GOVERNMENT POLYTECHNIC, VYARA 974 (Id: C-48673)",287,23.0,12.478260869565217
"GOVERNMENT POLYTEHNIC (CO-ED), BILASPUR (Id: C-50485)",550,19.0,28.94736842105263
"Government Post Graduate College, Ambala Cantt. (Id: C-57434)",2995,105.0,28.523809523809526
Government Prosthetic & Orthotic College (Id: C-6091),34,7.0,4.857142857142857
"Government Ramananda Sanskrit College, Lalghati, Bhopal (Id: C-6610)",114,9.0,12.666666666666666
"Government Ramnarayan Chellaram College of Commerce & Management, Racecourse Road, Bangalore-560001 (Id: C-20606)",3108,85.0,36.56470588235294
GOVERNMENT RESIDENTIAL MODEL FIRST GRADE COLLEGE TALABAL (Id: C-62185),18,6.0,3.0
"GOVERNMENT SANSKRIT COLLEGE, BARIPADA (Id: C-50727)",139,10.0,13.9
"Government Sanskrit College, Bhagalpur (Id: C-9662)",310,8.0,38.75
"Government Sanskrit College, Bhitri (Id: C-6615)",34,2.0,17.0
"Government Sanskrit College, Devendra Nagar, Panna (Id: C-6613)",67,5.0,13.4
"Government Sanskrit College, Kajipur, Patna (Id: C-9667)",457,9.0,50.77777777777778
"Government Sanskrit College, Lashkar, Gwalior (Id: C-6617)",51,5.0,10.2
