Institution,UgMale,UgFemale,DMale,FemaleD,CMale,CFemale,IMale,IFemale
"T.N.B. College, Bhagalpur (Id: C-17621)",5503,1551,0,0,0,0,0,0
"TNB Law College, Bhagalpur (Id: C-17648)",499,173,0,0,0,0,273,96
TND MAHAVIDYALAY PAKADIYR BISHUNPUR MAHARAJGANJ (Id: C-59086),221,195,0,0,0,0,0,0
"T.N.N.MEMORIAL COLLEGE OF TEACHER EDUCATION , KANNIYAKUMARI (Id: C-45845)",8,90,0,0,0,0,0,0
T.N.RAO INSTITUTE OF MANAGEMENT RESEARCH & TECHNOLOGY & B.ED.COLLEGE-RAJKOT (Id: C-844),946,599,0,0,0,0,0,0
"T.N. SINGH EDUCATION COLLEGE,MEJA, ALLAHABAD (Id: C-53550)",0,0,0,0,0,0,89,108
"Toc-H Institute of Science and Technology, Arakunnam (Id: C-9460)",1029,406,0,0,0,0,0,0
TOKIPUR B.ED COLLEGE (Id: C-58262),67,133,0,0,0,0,0,0
Tolani College of Arts & Science (Id: C-4107),1001,1157,0,0,0,0,0,0
Tolani College of Commerce Share e Punjab Society  Plot No 151 Mahakali Caves Road Andheri E  Mumbai  400 093 (Id: C-34223),924,1459,0,0,0,0,0,0
Tolani Commerce College (Id: C-4097),1082,1339,0,0,61,12,0,0
"Tolani Foundation,Gandhidham  Polytechnic(SFI) 653  (Id: C-223)",0,0,460,56,0,0,0,0
Tolani Institute of Commerce (Id: C-4104),678,472,0,0,0,0,0,0
Tolani Institute of  Law (Id: C-4126),197,141,0,0,0,0,0,0
"Tolani Institute Of Pharmacy (Diploma), Adipur 417 (Id: C-465)",0,0,50,35,0,0,0,0
Tolani Motwane Institute of Management Studies (Id: C-55677),0,0,0,0,0,0,0,0
TOMAR COMPUTERS (Id: C-59259),0,0,35,27,0,0,0,0
Tomo Riba Institute of Health and Medical Sciences (Id: C-60512),22,28,0,0,0,0,0,0
"Tontadarya College of Engineering, GADAG (Id: C-1361)",797,461,0,0,0,0,0,0
"TOP CAREER COMPUTERS, JHALAWAR (Id: C-31426)",0,0,4,0,0,0,0,0
"Topiwala National Medical College, Mumbai Central, Mumbai (Id: C-13881)",765,0,0,0,0,0,0,0
Tora Degree College (Id: C-40924),193,208,0,0,0,0,0,0
TOSHANI COLLEGE OF EDUCATION (Id: C-53269),124,67,0,0,0,0,0,0
"Toshniwal Arts & Commerce  Mahavidyalaya, Sengaon (Id: C-7287)",654,257,0,0,0,0,0,0
TOTSOL EDUCATIONAL ACADEMY (Id: C-57832),69,63,80,73,0,0,0,0
"T.P. College, Madhepura (Id: C-29582)",3986,2207,0,0,0,0,0,0
T.P.College of Education (Id: C-24116),30,20,0,0,0,0,0,0
"T.P.S. College, Patna (Id: C-12925)",4027,666,0,0,0,0,0,0
"TPS MAHAVIDYALAY COLLEGE, HALENA (Id: C-53398)",95,175,0,0,0,0,0,0
"T.R. Abhilashi Memorial Institute of Engg. & Technology, Tanda, PO Balt, Distt Mandi (Id: C-11316)",247,47,52,16,0,0,0,0
 Training Ship Chanakya (Id: C-59168),466,9,27,3,0,0,0,0
"TRANSLAM COLLEGE OF EDUCATION P.O. - RAJPURA, MAWANA ROAD, MEERUT Ph. No :- 0121- 2620006, 7, 8, (Id: C-28838)",52,91,0,0,0,0,0,0
"TRANSLAM COLLEGE OF LAW P.O. - RAJPURA, MAWANA ROAD, MEERUT Ph. No :- 0121- 2620006, 7, 8, (Id: C-28858)",124,33,0,0,0,0,0,0
"Transnational Knowledge Society's Group of Institutions, Tillore Khured, Ralamandal, Indore (Id: C-36012)",828,269,118,21,0,0,0,0
"TRASWAD BED COLLEGE, TRASWAD (Id: C-47672)",14,186,0,0,0,0,0,0
Travancore College of Nursing (Id: C-55218),8,189,0,0,0,0,0,0
TRAVANCORE MEDICAL COLLEGE (Id: C-48108),169,331,0,0,0,0,0,0
"T.R.C. LAW COLLEGE, BASUDEV NAGAR, SATRIKH, BARABANKI (Id: C-42398)",588,90,0,0,0,0,207,22
T.R.C. MAHAVIDYALAYA (Id: C-52607),93,107,29,71,0,0,0,0
T.R. COLLEGE OF EDUCATION (Id: C-28153),23,159,0,0,0,0,0,0
"T.R.Girls College, Sonepat. (Id: C-28502)",0,1321,0,0,0,0,0,0
TRIBAL COLLEGE OF NURSING (Id: C-49213),0,200,0,241,0,0,0,0
"Tribhawans College, Dewas (Id: C-31627)",52,41,0,0,0,0,0,0
"TRIBHUVAN SINGH HARIHAR SINGH MAHAVIDYALAYA, PALIA GOLPUR, SULTANPUR (Id: C-42307)",305,300,0,0,0,0,0,0
Trichy Engineering College (Id: C-24991),641,366,0,0,0,0,0,0
"Trident Academy of Creative Technology, Chandaka  Industrial Estate, Bhubaneswar (Id: C-39627)",525,472,0,0,0,0,0,0
"Trident Academy of Creative Technology (TACT), Bhubaneswar (Id: C-30149)",0,0,0,0,0,0,0,0
"Trident Academy of Technology (TAT), Bhubaneswar (Id: C-30185)",1377,515,0,0,0,0,0,0
Trident B.Ed. College (Id: C-49125),68,75,0,0,0,0,0,0
"TRIDENT COLLEGE OF EDUCATION 593/10, PARTAPUR, NEW FLYOVER BY PASS ROAD  NH-58  MEERUT 250 005 (Id: C-28883)",150,98,0,0,0,0,0,0
"TRIDENT TEACHERS TRAINING COLLEGE, MUZAFFARPUR (Id: C-61211)",6,4,0,0,0,0,0,0
"Trigart Sanskrit Mahavidyalaya, Shri Nandikeshwari Mandir, Kangra (Id: C-11371)",100,0,0,0,0,0,0,0
"TRIKARIPUR ARTS AND SCIENCE COLLEGE,TRIKARIPUR (Id: C-51608)",98,132,0,0,0,0,0,0
Trikuta College of Education (Id: C-22903),24,132,0,0,0,0,0,0
Trikuta Degree College (Id: C-23019),166,75,0,0,0,0,0,0
"TRILOKNATH SNATKOTTAR MAHAVIDYALAYA, TANDA, AMBEDKAR NAGAR (Id: C-42419)",198,533,0,0,0,0,0,0
"Trilok Singh Mahavi., Sikar (Id: C-39187)",37,28,0,0,0,0,0,0
"Trilok Singh TT College, Sikar (Id: C-39139)",81,74,0,0,0,0,0,0
Trimurti B.Ed. College (Id: C-44114),0,0,0,0,0,0,0,0
"Trimurti Pawan Pratishthans College of Education for Women Trimurtinagar, Nevasa Phata, Tal.Nevasa, Dist.Ahmednagar 414603 (Id: C-41500)",0,130,0,0,0,0,0,0
"Trimurti Pawan Pratishthans Khasdar Shri Govindrao Aadik Law College, Shrirampur, Dist.Ahmednagar 413709 (Id: C-41265)",129,23,0,0,0,0,54,19
"Trimurti Womens College of Science,Shevgaon (Id: C-60435)",0,81,0,0,0,0,0,0
"Trimurti Womens Home Science College, Trimurtinagar  Newasaphata (Id: C-60679)",0,46,0,0,0,0,0,0
Trinity Academy of Engineering (Id: C-51485),597,87,0,0,0,0,0,0
TRINITY BED COLLEGE  (Id: C-59708),93,107,0,0,0,0,0,0
"TRINITYC MISSION MEDICAL FOUNDATION, COLLEGE OF PHYSIOTHERAPY (Inst. Code - 084), MADURAI (Id: C-45920)",53,86,0,0,0,0,0,0
"Trinity College, Church Nagar, G.G.S.Avenue,Chogitti Jalandhar (Id: C-27928)",129,142,0,0,0,0,0,0
"Trinity College, Dalot (Id: C-52643)",357,340,0,0,0,0,0,0
Trinity College for Women (Id: C-9496),0,1229,0,0,0,0,0,0
Trinity College Of Education (Id: C-54978),12,38,0,0,0,0,0,0
TRINITY COLLEGE OF EDUCATION (Id: C-54379),70,30,0,0,0,0,0,0
"TRINITY COLLEGE OF EDUCATION, KASULAPALLY, PEDDAPALLY (Id: C-21575)",24,175,0,0,0,0,0,0
"TRINITY COLLEGE OF EDUCATION,  PEDDAPALLY (Id: C-21622)",10,190,0,0,0,0,0,0
"TRINITY COLLEGE OF EDUCATION, STATION ROAD, PEDDAPALLY (Id: C-21606)",0,0,0,0,0,0,0,0
TRINITY COLLEGE OF ENGINEERING (Id: C-50938),252,185,0,0,0,0,0,0
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY (Id: C-19671),233,295,0,0,0,0,0,0
Trinity College of Engineering & Technology (Id: C-19698),256,347,0,0,0,0,0,0
"TRINITY COLLEGE OF HOTEL MANAGEMENT, TARNAKA (Id: C-50221)",116,11,0,0,0,0,0,0
"TRINITY COLLEGE OF PHARMACEUTICAL SCIENCES, PRAGATHINAGAR, PEDDAPALLY, KARIMNAGAR (Id: C-21531)",42,144,0,0,0,0,0,0
"TRINITY DEGREE COLLEGE JYOTHI NAGAR, NTPC, RAMAGUNDAM (Id: C-21510)",48,116,0,0,0,0,0,0
"TRINITY DEGREE COLLEGE, PRAGATHI NAGAR, PEDDAPALLY (Id: C-21586)",416,906,0,0,0,0,0,0
TRINITY DEGREE COLLEGE   SULTANABAD (Id: C-57338),57,67,0,0,0,0,0,0
Trinity Institute of Education (Id: C-59193),32,101,0,0,0,0,0,0
Trinity Institute of Professional Studies (Id: C-32841),1059,623,0,0,0,0,0,0
TRINITY INSTITUTE OF PROFESSIONAL STUDIES (Id: C-52465),38,156,0,0,0,0,0,0
"Trinity Institute of Technology & Research, Hathai Kheda Kokta, Raisen Road, Bhopal (Id: C-36185)",830,101,679,38,0,0,0,0
Trinity Teachers' Training College (Id: C-9365),41,155,0,0,0,0,0,0
TRINITY TEACHER TRAINING COLLEGE (Id: C-58440),141,58,0,0,0,0,0,0
"Trinity Women Teachers Training College, 1st Tilak Nagar, Bhadwasia Road, Jodhpur (Id: C-37169)",0,198,0,0,0,0,0,0
Tripura College of Nursing (Id: C-9583),333,826,0,0,0,0,0,0
Tripura Institute of Paramedical Science (Id: C-9592),649,550,23,85,0,0,0,0
Tripura Institute of Technology (Id: C-9595),692,399,348,200,0,0,0,0
Tripura Medical College & Dr. B.R.A.M. Teaching Hospital (Id: C-9581),261,223,0,0,0,0,0,0
"TRIPURA STATE ACADEMY OF TRIBAL CULTURE, AGARTALA (Id: C-47427)",27,34,26,52,0,0,0,0
Tripura Tribal Folk Music College (Id: C-9573),26,19,37,37,0,0,0,0
Trisha College of Commerce And Management (Id: C-60796),28,25,0,0,0,0,0,0
"Trisha College of Education, Thain, PO Jol Sappar, (RANGAS), Distt Hamirpur (Id: C-11494)",0,34,32,62,0,0,0,0
TRISHA EVENING COLLEGE (Id: C-60033),24,26,0,0,0,0,0,0
TRISHA VIDYA COLLEGE OF COMMERCE AND MANAGEMENT (Id: C-60031),20,35,0,0,0,0,0,0
TRISHA VIDYA EVENING COLLEGE (Id: C-60032),18,37,0,0,0,0,0,0
"Triskandh Vedang Mahavidyalya, Nagpur (Id: C-16233)",6,3,0,0,0,0,0,0
"Triupati Shikshan Sanstha Sanchalit, Vidyadhan B.B.A.,B.C.A.,& B.Sc. Computer Science, Cidco, Aurangabad. (Id: C-34429)",222,118,0,0,0,0,0,0
"Trivedi Degree College, Mahraha, Bindiki, Fatehpur (Id: C-58047)",84,118,0,0,0,0,0,0
"TRIVENI ARTS & SCIENCE DEGREE COLLEGE, KODAD (Id: C-33117)",348,283,0,0,0,0,0,0
TRIVENI COLLEGE OF EDUCATION (Id: C-59285),58,61,49,42,0,0,0,0
Triveni Debi Bhalotia College (Id: C-44660),2411,2241,0,0,0,0,0,0
"Triveni Degree College, Achampet (Id: C-22025)",285,227,0,0,0,0,0,0
"TRIVENI DEVI GANGASRI MAHILA MAHAVIDYALAYA, BHARTHANA, (Id: C-12669)",17,718,0,0,0,0,0,0
TRIVENI INSTITUTE OF COMMERCE AND MANAGEMENT (Id: C-58889),148,196,0,0,0,0,0,0
"TRIVENI INSTITUTE OF DENTAL SCIENCES HOSPITAL & RESEARCH CENTRE, VIDYASTHALI, RAIPUR ROAD, VILL-BODRI (Id: C-32972)",147,253,0,0,0,0,0,0
TRIVENI KASHI MAHAVIDYALAY (Id: C-56489),191,383,0,0,0,0,0,0
TRIVENI MAHILA DEGREE COLLEGE (Id: C-25385),0,711,0,0,0,0,0,0
"TRIVENI RAI KISAN MAHILA MAHAVIDYALAYA, KUSHINAGAR (Id: C-51243)",570,830,0,0,0,0,0,0
"Triveni Sanskrit Mahavidyalaya, Daraganj, Prayag (Id: C-20211)",53,31,0,0,0,0,0,0
"Triveni TT College, Jaipur (Id: C-38678)",121,78,0,0,0,0,0,0
"TRIYUGI NARAYAN MAHAVIDYALAYA, MANGALPUR, (Id: C-12140)",171,199,0,0,0,0,0,0
TRP Engineering College (New) (Id: C-25028),762,381,0,0,0,0,0,0
TRR College of Engineering (Id: C-19511),102,44,44,5,0,0,0,0
T.R.R. Govt. Degree College (Id: C-32822),169,100,0,0,0,0,0,0
T.R.R. & S. Degree College (Id: C-32744),42,16,0,0,0,0,0,0
T R S COLLEGE OF EDUCATION AND TECHNOLOGY (Id: C-50146),80,78,0,0,0,0,0,0
"T.R.S MAHILA MAHAVIDYALAYA, KAUSHAMBI (Id: C-51567)",0,63,0,0,0,0,0,0
"""Truba College of Engineering & Technology, Indore Bypass Road, Kailod Kartal, Indore-452020"" (Id: C-36227)",917,166,0,0,0,0,0,0
"Truba College of Science & Technology, Karond - Gandhi Nagar, Bypass Road, Bhopal (Id: C-35989)",574,112,0,0,0,0,0,0
"Truba Institute of Engineering & Information Technology, Karod-Gandhi Nagar By-Pass Road, Bhopal-462036 (Id: C-36092)",1025,190,0,0,0,0,0,0
"""Truba Institute of Pharmacy, Karod-Gandhi Nagar By Pass Road Bhopal  462038"" (Id: C-36101)",165,49,0,0,0,0,0,0
Trupti Womens College (Id: C-21343),0,467,0,0,0,0,0,0
"T.S. College, Hisua (Id: C-12899)",4055,1818,0,0,0,0,0,0
"TSD College, B.D. Pur (Id: C-39398)",354,375,0,0,0,0,0,0
"T.S. Homoeopathy College, Amravati (Id: C-13834)",35,158,0,0,0,0,0,0
"T.S.I. Mahila College, Ara (Id: C-27155)",0,2074,0,0,0,0,0,0
T.S.M. College of Education (Id: C-14755),30,102,0,0,0,0,0,0
T.S.M. Jain College of Technology (Id: C-16559),433,45,0,0,0,0,0,0
TS NARAYANASWAMI COLLEGE OF ARTS AND SCIENCE (Id: C-43933),60,143,0,0,0,0,6,5
T.S. Paul Manipur Women's College (Id: C-9390),0,413,0,0,0,0,0,0
"T.S.P.S.M.S.C.M. MANAGULI ARTS COLLEGE,   SINDAGI (Id: C-10025)",1140,368,0,0,0,0,0,0
"T.S.R. Degree College,Amadalavalasa (Id: C-55319)",193,327,0,0,0,0,0,0
T.S.R  & E.R.R.GOVT. DEGREE COLLEGE (Id: C-25346),55,19,0,0,0,0,0,0
TSR & TBK Degree College (Id: C-24450),543,481,0,0,0,0,0,0
"TSSM's Bhivarabai Sawant College of Engineering & Research, Narhe, Taluka Haveli, District Pune 411041. (Id: C-44585)",1582,403,0,0,0,0,0,0
TSWRDC (W) KOTHAGUDEM (Id: C-58707),0,484,0,0,0,0,0,0
"TSWR DEGREE COLLEGE FOR WOMEN, IBRAHIMPATNAM  (Id: C-59291)",0,715,0,0,0,0,0,0
"TSWR Degree College for Women, Warangal West (Id: C-57733)",0,711,0,0,0,0,0,0
T S W R Degree College (women) (Id: C-57736),14,574,0,0,0,0,0,0
TTAADC Polytechnic Institute (Id: C-55746),0,0,392,124,0,0,0,0
T.T. College (Id: C-17186),32,166,0,0,0,0,0,0
T.T. College (Id: C-26398),213,266,0,0,0,0,0,0
"TT COLLEGE, AALO (Id: C-47707)",81,117,0,0,0,0,0,0
"TTL College of Business Management, Saraswathipuram (Id: C-17602)",141,26,0,0,0,0,0,0
"T.T.Mahavidyalaya, Ghatagaon (Id: C-10915)",450,331,0,0,0,0,0,0
T & T. V.  School of Nursing (Id: C-45948),19,165,4,113,0,0,0,0
TTWRDC(W) (Id: C-60378),0,205,0,0,0,0,0,0
Tudi Ram Reddy Institute of Technology & Sciences (Id: C-27176),529,73,362,26,0,0,0,0
"TUFUNGANJ MAHAVIDYALAYA, COOCHBEHAR (Id: C-45330)",2496,2498,0,0,0,0,0,0
TULASI COLLEGE OF NURSING (Id: C-60598),0,90,0,0,0,0,0,0
Tulas Institute (Id: C-21282),1256,172,40,4,0,0,0,0
"Tulasi Smarak Sanskrit Mahavidyalaya, Rajapur (Id: C-20214)",55,18,0,0,0,0,0,0
"Tulasi Women's College, Kendrapara (Id: C-39786)",0,999,0,0,0,0,0,0
Tuli College (Id: C-16719),33,50,0,0,0,0,0,0
TULI COLLEGE OF HOTEL MANAGEMENT (Id: C-60684),201,41,0,0,0,0,0,0
"Tuli institute of Hotel Management and Catering Technology, Bokhara Road (Id: C-18608)",109,24,0,0,0,0,0,0
"Tuljabhavani Education Social & Welfare Societys Shree Saptashringi Arts & Commerce College, Dangsoundane, Tal. Baglan, Dist. Nashik (Id: C-42071)",435,161,0,0,0,0,0,0
"Tuljabhavani Mahavidyalaya Arts & Commerce College, Tuljapur. (Id: C-34501)",75,275,0,0,0,0,0,0
Tuljabhavani Seva Pratisthan's Women's College of Education (Id: C-44179),0,68,0,0,0,0,0,0
"Tuljaram Chaturchand College, Baramati, Dist.Pune 413102 (Id: C-41853)",2039,2118,0,0,0,0,0,0
Tulsi College of Education for Women (Id: C-10733),0,384,0,152,0,0,0,0
"Tulsiramji gaidwad patil institute of Engneerind and Technology, Mohgaon (Id: C-18670)",1069,537,436,159,0,0,0,0
TULSIRAMJI GAIKWAD-PATIL COLLEGE OF ARCHITECTURE  (Id: C-51862),24,97,0,0,0,0,0,0
"TULSIRAM MAHAVIDHYALAYA,BIDHUNA (Id: C-48904)",525,194,0,0,0,0,0,0
Tulza Bhavani College of Nursing (Id: C-40411),133,86,0,0,0,0,0,0
"Tungabhadra B.Ed, College, Kottur - 583134 (Id: C-8616)",45,51,0,0,0,0,0,0
"Tungabhadra B.P.Ed, College, Kottur - 583134 (Id: C-8611)",65,25,0,0,0,0,0,0
"TUNGAL SCHOOL OF BASIC AND APPLIED SCIENCES, JAMKHANDI (Id: C-55934)",156,0,0,0,0,0,0,0
"Tunga Mahavidyalaya, Anandagiri. Thirthahalli. (Id: C-17851)",211,267,0,0,0,0,0,0
Tupamari Anchalik College (Id: C-60506),167,156,0,0,0,0,0,0
Tura Government College (Id: C-16356),1893,2171,0,0,0,0,0,0
Turku Hansda-Lapsa Hemram Mahavidyalaya (Id: C-44645),1717,1569,0,0,0,0,0,0
Tusra Degree College (Id: C-40837),307,271,0,0,0,0,0,0
"TUSWSET'S ARTS/COMM COLLEGE,  UGAR-KHURD (Id: C-10168)",108,207,0,0,0,0,0,0
T.V.M. College of Education (Id: C-14667),43,157,0,0,0,0,0,0
T.V.M. College of Pharmacy (Id: C-40507),135,73,0,0,0,0,0,0
TVS Teacher Training Academy (Id: C-14887),4,133,0,0,0,0,0,0
"UBDT College of Engineering, Davanagere (Id: C-1366)",757,791,0,0,0,0,0,0
"U.B.S College, Chaksuliapada (Id: C-10953)",121,186,0,0,0,0,0,0
"U.C.A. COLLEGE OF PARAMEDICAL SCIENCES (Inst. Code - 149), CHETPUT (Id: C-47516)",49,151,0,0,0,0,0,0
"U.C.M. College, Udaipur, Sanjhauli (Id: C-36595)",349,240,0,0,0,0,0,0
"UDAI COLLEGE,KARDA (Id: C-60936)",68,71,0,0,0,0,0,0
"UDAI MAHAVIDYALAYA, RUSIA MAFI, BIKAPUR, FAIZABAD (Id: C-42333)",265,253,0,0,0,0,0,0
"Udai Pratap College, Varanasi (Id: C-13585)",1744,1485,0,0,0,0,0,0
UDAI PRATAP SINGH MAHAVIDYALAYA (Id: C-53762),1020,853,0,0,0,0,0,0
"UDAIPUR COLLEGE OF NURSING, UDAIPUR (Id: C-47218)",217,68,0,0,0,0,0,0
Udaipur Institute of Physiotherapy and Paramedical Sciences Udaipur  (Id: C-56751),55,51,0,0,0,0,0,0
"UDAIRAJ SINGH RAMPYARI MAHAVIDYALYA, JALALPUR, KAUDIYA  AZAMGARH (Id: C-49719)",295,262,0,0,0,0,0,0
"UDAIRAJ SINGH VIDHI MAHAVIDYALAYA, SAIDPUR, HANUMANGANJ, (Id: C-12542)",102,11,0,0,0,0,0,0
"Udala College, Udala (Id: C-10903)",594,522,0,0,0,0,0,0
Udalguri College (Id: C-17282),1053,1115,0,0,0,0,0,0
Udali College (Id: C-17201),423,360,0,0,0,0,0,0
Udanti College Devobhog (Id: C-21707),19,23,0,0,0,0,0,0
"Udayabharathi First Grade College for Women, Turuvekere (Id: C-6956)",51,108,0,0,0,0,0,0
"Udaya College of Arts and Science, Vellamodi, Ammandivilai Post, K.K. Dist - 629 204 (Id: C-41204)",272,441,0,0,0,0,0,0
Udaya College of Education (Id: C-14839),10,187,0,0,0,0,0,0
"Udaya Pratap Science College, Shegada (Id: C-39439)",166,310,0,0,0,0,0,0
Udaya Sandya College of Education (Id: C-30210),47,64,0,0,0,0,0,0
Udaya School of Engineerings (Id: C-27044),359,249,0,0,0,0,0,0
Uday College Chhawani Area Bhilai (Id: C-21682),49,149,0,0,0,0,0,0
Uday Degree College (Id: C-24066),51,22,0,0,0,0,0,0
UDAY EDUCATION COLLEGE (Id: C-52265),28,52,0,0,0,0,0,0
"UDAY MEMORIAL B.ED COLLEGE, KEDAL, NEORI VIKASH, KANKE  (Id: C-47751)",47,153,0,0,0,0,0,0
Udaynarayanpur Madhabilata Mahavidyalaya (Id: C-11919),431,940,0,0,0,0,0,0
UDAY TEACHERS TRAINING COLLEGE (Id: C-61007),38,25,43,57,0,0,0,0
Udhampur (Id: C-22987),0,0,0,0,0,0,0,0
Udhna Citizen Commerce College & S.P.B. College of Business Administration & Smt. Diwaliben Harjibhai Gondaliya College of BCA and IT (Id: C-657),1368,1054,0,0,0,0,0,0
"Udit Narayan Snatakottar Mahavidyalay, Padrauna, Kushinagar (Id: C-14137)",812,1089,0,0,0,0,0,0
Udupi College of Nursing (Id: C-40310),20,173,0,0,0,0,0,0
"UDUPI DHANVANTARI COLLEGE OF NURSING, UDUPI (Id: C-47416)",8,174,0,0,0,0,0,0
"Udupi Institute of Hotel & Tourism NH-17, Karavali Hotel Complex, Adiudupi-Udupi-576103 (Id: C-16812)",383,158,0,0,0,0,0,0
"Udyog College of Education, Damodarbati (Id: C-48387)",81,119,82,118,0,0,0,0
"U.G,C.T.E. College, Baripada (Id: C-10920)",55,33,0,0,0,0,0,0
UGKM VIDHYASAGAR EDUCATION COLLEGE DANODARADA (Id: C-6834),71,129,0,0,0,0,0,0
"UG.Mahavidyalaya, Khamar,Angul (Id: C-39595)",248,348,0,0,0,0,0,0
"Ugra Tara Bharati Mandan Sanskrit College, Mahishi, Saharsa (Id: C-9664)",80,82,0,0,0,0,0,0
"U.G.S. Mahavidyalaya, Sakhigopal (Id: C-39665)",277,332,0,0,0,0,0,0
U.H.Medical College (Id: C-40838),29,110,0,0,0,0,0,0
"UIT, MUKHATHALA (Id: C-52028)",136,112,0,0,0,0,0,0
UIT MULAMKADAKAM KOLLAM (Id: C-51776),176,222,0,0,0,0,0,0
"UIT, Regional centre,Malayinkeezhu (Id: C-60142)",44,34,0,0,0,0,0,0
UIT Tholicode (Id: C-59065),36,38,0,0,0,0,0,0
"UIT,VAKKOM,ATTINGAL (Id: C-51996)",73,73,0,0,0,0,0,0
UIT VALLAKKADAVU (Id: C-58479),18,6,0,0,0,0,0,0
"Ujas College of Edu., Jaipur (Id: C-38308)",63,26,0,0,0,0,0,0
"""Ujjain Engineering College, Sanwer Road, Ujjain (Id: C-36192)",931,292,0,0,0,0,0,0
"Ujjain Institute of Pharmaceutical Sciences, Chandesara Village, Dewas Road, Ujjain (Id: C-36177)",182,34,0,0,0,0,0,0
UJJAWAL VIKRAM LAW COLLEGE (Id: C-56876),198,55,0,0,0,0,0,0
UJJWAL SINGH MAHAVIDYALYA (Id: C-57942),1538,945,0,0,0,0,0,0
"UJWALA DEGREE COLLEGE, VALIGONDA (Id: C-33124)",72,150,0,0,0,0,0,0
"Ujwal Gramin Mahavidyalaya Ghonsi, Tq. Devni (Id: C-7269)",286,113,0,0,0,0,0,0
UK College of Education (Id: C-25582),39,161,0,0,0,0,0,0
U.K.DEGREE COLLEGE (Id: C-54945),91,79,0,0,0,0,0,0
"UKF College of Engineering and Technology, Parippally, Kollam (Id: C-43765)",630,426,0,0,0,0,0,0
"U.K.Mahavir College, Madanpur, Kendrapara (Id: C-39555)",367,479,0,0,0,0,0,0
"U.K. Singh Deval Memorial Teachers Training Sansthan, Bhinmal (Id: C-13160)",142,48,0,0,0,0,0,0
U.K.VACHHANI MAHILA ARTS & HOMESCI. COLLEGE-KESHOD (Id: C-901),0,407,0,0,0,0,0,0
"Ultra College of Engineering and Technology for Women, Madurai (Id: C-26813)",0,69,0,0,0,0,0,0
"ULTRA COLLEGE OF PHARMACY (Inst. Code - 046), MADURAI (Id: C-45914)",202,135,143,89,0,0,0,0
"ULTRA MODERN GIRLS DEGREE COLLEGE, MEHNAGAR AZAMGARH (Id: C-51818)",0,207,0,0,0,0,0,0
Uluberia College (Id: C-11998),4446,5916,0,0,0,0,0,0
Uma Arts & Nathiba Commerce Mahila College (Id: C-5881),0,888,0,0,0,0,0,0
UMA B ED COLLEGE (Id: C-50541),49,151,0,0,0,0,0,0
UMA COLLEGE OF EDUCATION COLLEGE PANDHARPUR TAL.PANDHARPUR DIST-SOLAPUR (Id: C-15773),36,62,0,0,0,0,0,0
UMA DEGREE COLLEGE BADAKHAR (Id: C-34835),141,88,0,0,0,0,0,0
"Uma Devi Kanya Mahavidyalaya, Jahanabad, Pilibhit (Id: C-57696)",0,48,0,0,0,0,0,0
"UMA DEVI MAHILA MAHAVIDYALAYA, KARANPUR KHUJI SHITLAGANJ (Id: C-53020)",0,469,0,0,0,0,0,0
"UMA INSTITUTE OF NURSING SCIENCES, JATH, TAL-JATH,DIST-SANGLI (Id: C-58638)",30,35,0,0,0,0,0,0
UMALOK COLLEGE OF NURSING (Id: C-56485),92,51,0,0,0,0,0,0
UMA MAHAVIDYALAYA PANDHARPUR TAL.PANDHARPUR DIST-SOLAPUR (Id: C-15758),416,309,0,0,0,0,0,0
"Uma Maheshwar Sanskrit Mahavidyalaya, Koldhema (Id: C-19986)",51,45,0,0,0,0,0,0
Umamaheswaranar College of Education (Id: C-14777),15,129,0,0,0,0,0,0
"Uma Mahila Shikshak Prashikshan Mahavi., Dausa (Id: C-38643)",0,191,0,0,0,0,0,0
"Umanath Singh Vidhi Mahavidyalay, Fareedpur, Jaunpur (Id: C-53777)",735,116,0,0,0,0,0,0
Umang Geetai College of Womens Education (Id: C-51366),0,297,0,0,0,0,0,0
"Umang Red Cross Institute of Special Education, Faridkot (Id: C-22225)",4,2,0,0,0,0,0,0
Umapragathi First Grade College (Id: C-6958),277,306,0,0,0,0,0,0
UMA SHANKAR KATIYAR EDUCATION CENTRE  (Id: C-56928),0,655,0,0,60,94,0,0
"Umashankar Shastri Mahavidyalaya,Haisipara, Ghazipur (Id: C-16026)",300,307,0,0,0,0,0,0
"UMA SHIV T T COLLEGE BASANT VIHAR, KOTA (Id: C-46371)",0,197,0,0,0,0,0,0
UMEDA DEVI MAHILA MAHAVIDYALAYA MIRZAPUR (Id: C-46469),263,182,0,0,0,0,0,0
"Umer Bin Khattab Welfare Trust's, amu Bai Allana B.Ed. College of Women (Id: C-44309)",0,72,0,0,0,0,0,0
Umes Chandra College (Id: C-11995),3871,182,0,0,0,0,0,0
Umiya B. Ed. College (Id: C-5995),6,93,0,0,0,0,0,0
UMIYA EDUCATION TRUST B ED COLLEGE (Id: C-50563),48,52,0,0,0,0,0,0
UMIYAJI MAHILA B.ED. COLLEGE DHROL (Id: C-1055),0,725,0,0,0,0,0,0
"UMIYA KANYA SHIKSHA MAHAVIDYALYA MANDLESHWAR, KHARGONE (Id: C-47980)",0,166,0,0,0,0,0,0
"Umiya (Shri M. P. & B. A. Patel, Detrojwala) Arts & Commerce College for Girls (Id: C-5862)",0,1244,0,0,0,0,0,0
