Institution,UgMale,UgFemale,DMale,FemaleD,CMale,CFemale,IMale,IFemale
Haldia Government College (Id: C-19049),883,1036,0,0,0,0,0,0
Haldia Institute of Dental Sciencess and Research (Id: C-16437),281,183,0,0,0,0,0,0
Haldia Institute of Management 175 (Id: C-6320),209,189,0,0,0,0,0,0
HALDIA INSTITUTE OF PHARMACY (Id: C-60107),39,9,45,15,0,0,0,0
Haldia Institute of Technology 103 (Id: C-6238),3544,677,0,0,0,0,0,0
Haldia Inst. of Maritime Studies and Research 179 (Id: C-6285),86,0,0,0,0,0,0,0
Haldia Law College (Id: C-19089),245,226,0,0,0,0,0,0
HALFAL MAHAVIDYALAYA (Id: C-54084),149,58,0,0,0,0,0,0
"HALIM MUSLIM P.G. COLLEGE, (Id: C-12570)",873,1618,0,0,0,0,0,0
Hallmark Business School (Id: C-25061),0,0,0,0,0,0,0,0
"HALLMARK COMPUTER SERVICES, RATLAM (Id: C-31174)",0,0,55,81,0,0,0,0
Hamidabat College (Id: C-17247),243,286,0,0,0,0,0,0
Hamidia Girls Degree College (Id: C-36467),0,2726,0,40,0,0,0,0
"Hamirpur College of Education, Ward No. 10. Ram Nagar, Choulla, Hamirpur (Id: C-11283)",10,90,0,0,0,0,0,0
"Hampi Virupaksheshwara Swamy College,Vidyaranya ( Post) (Id: C-8586)",116,88,0,0,0,0,0,0
Hamsini Degree College (Id: C-55288),37,203,0,0,0,0,0,0
"Hanagal Taluka Education Society Arts and Commerce College, Akki-Alur - 581 102 Tq- Hanagal (Id: C-53329)",70,171,0,0,0,0,0,0
"Handia P.G.College,Handia,Allahabad (Id: C-15828)",899,709,0,0,0,0,0,0
Handique Girl's College (Id: C-17196),0,1997,0,0,0,0,0,0
"Haneefa Kunju Memorial College of Education, Umayanalloor P.O. (Id: C-43702)",8,91,0,0,0,0,0,0
Hanna College Of Education (Id: C-24110),15,27,0,0,0,0,0,0
"HANSABA COLLEGE OF ENGINEERING & TECHNOLOGY, SIDDHPUR 098  (Id: C-45059)",220,19,0,0,0,0,0,0
HANSA DEVI MAHAVIDYALAYA ACHALPUR JAMON AMETHI (Id: C-59094),54,93,0,0,0,0,0,0
"Hans College, Jaipur (Id: C-39105)",1343,898,0,0,0,0,0,0
"Hans College of Edu., Jaipur (Id: C-38625)",246,142,77,18,0,0,0,0
"HANS LAW COLLEGE, KOTPUTLI (Id: C-53465)",566,180,0,0,0,0,0,0
Hans Raj College (Id: C-6425),2246,1412,22,67,70,110,0,0
Hansraj Jivandas College of Education Samshodhan Sadan Junction of 16th and 17th Road Khar  Mumbai-400 052 (Id: C-33762),7,93,0,0,0,0,0,0
"Hans Raj Mahila Maha Vidyalaya, Jalandhar (Id: C-27957)",0,3182,0,58,0,0,0,0
"Hans Raj Memorial College of Education, Baja Khana, Kotkapura (Id: C-22127)",32,82,0,0,0,0,0,0
"Hanuman Shikshan Prasrak Mandals Ayur. Medical College, Peth Vadgaon, Kolhapur (Id: C-13935)",98,147,0,0,0,0,0,0
"Hanuman Vyayam Shala Krida Mandal's Physical Education College, Yavatmal. (Id: C-43065)",150,30,0,0,0,0,0,0
"Hanumat Sanskrit Mahavidyalaya, Hanuman Gahri, Ayodhya (Id: C-20402)",55,16,0,0,0,0,0,0
"HANUMAT SHIKSHAN PRASHIKSHAN MAHAVIDYALAYA, SULTANPUR (Id: C-42552)",173,195,0,0,0,0,0,0
"HAPPY CHILD COLLEGE OF NURSING,SONIPAT (Id: C-48780)",23,201,0,58,0,0,0,0
HAPPY COLLEGE OF EDUCATION (Id: C-28342),88,12,0,0,0,0,0,0
HAPPY COLLEGE OF EDUCATION (Id: C-28117),97,203,0,0,0,0,0,0
Happy Valley Business School (Id: C-36939),0,0,0,0,0,0,0,0
"H.A. Rab Girls Degree College Jahangirabad Maunathbhanjan, Mau (Id: C-15997)",0,176,0,0,0,0,0,0
HARAGOPAL COLLEGE OF EDUCATION (Id: C-60745),75,123,0,0,0,0,0,0
Harakhdeo Singh College of Education (Id: C-59004),39,19,0,0,0,0,0,0
Haranahalli Ramaswamy Institute of Higher Education (Id: C-50945),9,3,0,0,0,0,0,0
"Harbansh Dayaprakash Shyamadevi Mahavidyalaya, Dhavarsi (Id: C-13389)",292,379,0,0,0,0,0,0
"Harda Adarsh College, Harda (Id: C-35316)",950,637,0,0,0,0,0,0
"Harda Degree College, Manpura Chowk, Harda (Id: C-35326)",1174,931,0,0,0,0,0,0
"HARDAYAL SINGH MAHAVIDYALAYA, PAHADPURA, SAMTHAR, JHANSI (Id: C-58687)",136,222,0,0,0,0,0,0
"Hardeva Mahavidyalaya,Pagahi,Dhanapur,Chandauli (Id: C-51094)",470,490,0,0,0,0,0,0
"Hardevanand Mahila Mahavidyala,Tenduhan,Saidaraja,Chandauli (Id: C-51095)",0,446,0,0,0,0,0,0
"Hardev Sanskrit Mahavidyalaya, Nevada (Id: C-20002)",23,40,0,0,0,0,0,0
"HARDEV SINGH SANSKRIT COLLEGE, JASPUR (Id: C-58857)",0,0,0,0,0,0,0,0
HARDEV SINGH SMARAK COLLEGE JASPUR (Id: C-58874),49,89,0,0,0,0,0,0
"Hardik College of Education, Bhawanigarh (Id: C-22220)",23,175,0,0,0,0,0,0
Hardik College of Nursing (Id: C-55931),17,70,0,0,0,0,0,0
"HARDWARI LAL SMRITI MAHILA MAHAVIDYALAYA, SHAHPUR, SITAPUR (Id: C-59018)",0,328,0,0,0,0,0,0
HARDZONE EDUCATIONAL SERVICES PVT. LTD. (Id: C-55257),0,0,104,44,0,0,0,0
"HARE KRISHNA COLLEGE OF HUMANITIES, KANPUR (Id: C-59545)",81,35,0,0,0,0,0,0
Harendra Citra College (Id: C-17175),339,282,0,0,0,0,0,0
HARF COLLEGE MALERKOTLA (Id: C-47300),210,98,0,0,0,0,0,0
"HARGOVIND SINGH MEMORIAL DEGREE COLLEGE,ERVA KATRA (Id: C-47767)",268,209,0,0,0,0,0,0
"Harhi College P.O. Harhi, Dhakuakhana (Id: C-8362)",248,263,0,0,0,0,0,0
HARIBAPA CHARITABLE TRUST ARTS & COMMERCE COLLEGE-JASDAN (Id: C-751),329,1289,0,0,0,0,0,0
"Hari Bhau Upadhyaya Mahila Shikshak Prashikshan Mahavidyalaya, Hatundi (Id: C-13079)",0,345,0,0,0,0,0,0
HARI CHANDRA MAHAVIDYALAYA (Id: C-56531),366,288,0,0,0,0,0,0
"HARI COLLEGE OF LAW RANDEVI, SHARANPUR (Id: C-28614)",427,108,0,0,0,0,167,42
Haridarshan MSW College (Id: C-58346),0,0,0,0,0,0,0,0
HARIDWAR AYURVEDIC MEDICAL COLLEGE AND RESEARCH CENTRE  (Id: C-58634),30,92,0,0,0,0,0,0
"Haridwar Bhatt Smarak mahavidyalaya, Rajpur, Gagha, Gorakhpur (Id: C-14160)",170,111,0,0,0,0,0,0
"Haridwar Education College, Kanya Gurukul Campus, Krishna Nagar, Haridwar (Id: C-24688)",455,449,0,0,0,0,0,0
Hari Gayatri Das College (Id: C-17234),126,166,0,0,0,0,0,0
"HARIHAR PRASAD MAHAVIDYALAYA, KURWAR ROAD, SULTANPUR (Id: C-42560)",133,158,0,0,31,56,0,0
"HARI INSTITUTE OF TECHNOLOGY RANDEVI, SHARANPUR (Id: C-28573)",498,598,0,0,46,86,0,0
Hari Jyot College of Optometry (Id: C-665),28,90,0,0,0,0,0,0
"Hari-Mangal Mahavidyalaya, Bilari (Id: C-13345)",423,410,0,0,0,0,0,0
Harimohan Ghosh College (Id: C-11864),512,465,0,0,0,0,0,0
"HARI MOHAN MARG SHRI KANYA MAHAVIDHALAYA,JASRANA,FIROZABAD (Id: C-15281)",0,261,0,0,0,0,0,0
"Harinandan Mahavidyalaya, Sarai Rasulpur (Hatwapar (Id: C-13685)",431,448,0,0,0,0,0,0
"Harinarayan Adarsh Sanskrit Mahavidyalaya, Jagapur Bhaupur (Id: C-20032)",53,56,0,0,0,0,0,0
"Harinarayan Singh Institute of Teachers Education, Sasaram (Id: C-36588)",60,140,0,0,0,0,0,0
Haringhata Mahavidyalaya (Id: C-7091),1394,1943,0,0,0,0,0,0
"Hariom Mahavidyalaya,Aatreetha, Azamgarh (Id: C-15993)",23,573,0,0,0,0,0,0
Hari Om Shiv Om College of Education (Id: C-10824),75,125,0,0,0,0,0,0
"Haripal Ji Smarak Mahavidyalaya, Daraura Karha, Mau (Id: C-15959)",266,310,0,0,0,0,0,0
Hari Parkash Institute of Management and Technology (Id: C-59872),40,80,0,0,0,0,0,0
HARI PRASAD CHANDRAWATI SHIKSHAN PRASHIKSHAN MAHAVIDYALAYA SEEHMAI KARIRAT AMBEDKARNAGAR (Id: C-52714),33,35,0,0,0,0,0,0
"HARI PRASAD NIRMALA WITS MAHAVIDYALAYA, GOKULPUR (Id: C-52854)",236,295,0,0,0,0,0,0
"Hari Ram College, Mairwa (Id: C-19498)",363,485,0,0,0,0,0,0
"Hariram Satyanarayan Institute of Higher Education, Islam Nagar (Id: C-36329)",154,165,0,0,0,0,0,0
"HARISH ANJANA COLLEGE, CHHOTISADRI (Id: C-48285)",216,207,0,0,0,0,0,0
"Harishankar Prasad Vidhi Mahavidyalaya, Dharmsthali, Chitbaragaon, Ballia (Id: C-13665)",357,138,0,0,0,0,0,0
"Harishchand Mahavidyalaya, Kavala ,Jakhaniya, Ghazipur (Id: C-15853)",451,555,0,0,0,0,0,0
harishchandra chaudhari mahavidyalay (Id: C-59125),289,229,0,0,0,0,0,0
"Harishchandra Chaudhari Mahila Mahavidyalaya, Jangipur, Ghazipur (Id: C-60699)",0,8,0,0,0,0,0,0
"Harishchandra Mahavidyalaya, Maudhiya , Ghazipur (Id: C-16034)",80,90,0,0,0,0,0,0
"HARISH CHANDRA MAHAVIDYALAYA, SAROULI, FAIZABAD (Id: C-42603)",246,324,0,0,0,0,0,0
"Harishchandra P.G.College, Varanasi (Id: C-13516)",3941,2183,0,0,0,0,0,0
Harishchandrapur College (Id: C-42696),1023,1646,0,0,0,0,0,0
"Harish chandra Research Institute (HRI),Allahabad (Id: C-39253)",0,0,0,0,0,0,0,0
"HARI SINGH ARYA MAHAVIDYALAYA, GADIYAGAON (Id: C-22488)",107,65,0,0,0,0,0,0
"HARI SINGH MEMORIAL DEGREE COLLEGE NARAYANPUR URF UDHOWALA , BIJNOR (Id: C-53543)",0,351,0,0,0,0,0,0
HARI SINGH RUPRAH ARTS COMMERCE  AND LAW COLLEGE (Id: C-59454),2,19,0,0,0,0,44,14
Haritha Nursing Academy (Id: C-55291),60,120,51,113,0,0,0,0
HARI VANDANA COLLEGE-RAJKOT (Id: C-1022),2172,784,0,0,0,0,0,0
HARIVANDANA PHYSIOTHERAPY COLLEGE (Id: C-56496),13,73,0,0,0,0,0,0
"HARIVANSHI DWARIKA COLLEGE & EDUCATION, DURKHUSHI, MARDAH, GHAZIPUR (Id: C-49550)",282,188,0,0,0,0,0,0
"Harkamaya College of Education, 6th mile, Samdur (Id: C-6595)",23,177,0,0,0,0,0,0
"HARLAL INSTITUTE OF MANAGEMENT AND TECHNOLOGY, GREATER NOIDA (Id: C-46230)",0,0,0,0,0,0,0,0
"HARLAL INST. OF MANAGEMENT & TECHNOLOGY PLOT No. - 8, INSTITUTIONAL AREA, GREATER NOIDA Ph. No :-  09810128598 (Id: C-28925)",342,245,0,0,0,0,0,0
"HARLAL SCHOOL OF LAW PLOT No. - 8, INSTITUTIONAL AREA, GREATER NOIDA Ph. No :-  09810128598 (Id: C-28967)",271,96,0,0,0,0,242,96
HARMILAP INSTITUTE OF COMPUTER AND MANAGEMENT (Id: C-53671),0,0,33,17,0,0,0,0
HARMILAP INSTITUTE OF COMPUTER & TECHNOLOGY BURHAR (Id: C-31091),22,30,14,20,0,0,0,0
"HARMILAP INSTITUTE OF COMPUTER & TECHNOLOGY, SHAHDOL (Id: C-31542)",108,54,41,41,0,0,0,0
HARMILAP INSTITUTE OF EXCELLENCE (Id: C-53778),28,29,12,18,0,0,0,0
"Harnamdas Lekhraj Institute of Education, Chak 24, B.B. (Id: C-36867)",114,66,0,0,0,0,0,0
"HAR NARAYAN SINGH DEGREE COLLEGE, MAITHA (Id: C-47852)",18,7,0,0,0,0,0,0
HARPAL SINGH MEMORIAL MAHAVIDYALAYA (Id: C-51430),294,308,0,0,0,0,0,0
HARPRASAD RAMPYARI DEGREE COLLEGE (Id: C-56538),216,201,0,0,0,0,0,0
"HARPRATAP SINGH YADAV MAHAVIDYALAYA, HANDIYA, (Id: C-12380)",1620,887,0,0,0,0,0,0
"HARSAHAI P.G. COLLEGE, (Id: C-12333)",477,560,0,0,0,0,0,0
"Harsha College of Education, Kothara, Azamgarh (Id: C-57858)",54,36,0,0,0,0,0,0
Harsha College of Nursing (Id: C-40188),85,159,0,0,0,0,0,0
HARSHA INSTITUTE OF ALLIED HEALTH SCIENCES (Id: C-57019),51,20,0,0,0,0,0,0
HARSHA INSTITUTE OF MANAGEMENT STUDIES (Id: C-60819),0,0,0,0,0,0,0,0
HARSHA INSTITUTE OF PHYSIOTHERAPY (Id: C-57265),89,37,0,0,0,0,0,0
HARSHASRI DEGREE COLLEGE-VELGATOOR (Id: C-52509),43,183,0,0,0,0,0,0
"Harsh Bhaskar PG College, Buhana, Jhunjhunun (Id: C-38665)",66,40,0,0,0,0,0,0
HARSH COLLEGE OF EDUCATION (Id: C-28134),0,0,14,60,0,0,13,87
HARSH COMPUTER CENTER PATHARIA  (Id: C-53711),0,0,11,12,0,0,0,0
Harshini Degree College (Id: C-25989),130,93,0,0,0,0,0,0
HARSHITH GROUP OF INSTITUTIONS (Id: C-19815),0,0,21,2,0,0,0,0
"Harsh Mahavidhyalaya, Mehrara Road, Sahpau, Hathras (Id: C-57260)",131,287,0,0,0,0,0,0
"HARSH MAHILA MAHAVIDYALAYA, DEHLI BAZAR, SULTANPUR (Id: C-42338)",0,901,0,0,0,0,0,0
"Harsh TT College, Alwar (Id: C-38570)",107,91,0,0,0,0,0,0
"Harsh Vidhya Mandir Degree College, Rayasi, Haridwar (Id: C-24691)",202,224,0,0,0,0,0,0
Harur Muthu Arts & Science College for Women (Id: C-9502),164,110,0,0,0,0,0,0
Harvard College of Education (Id: C-30794),8,181,0,0,0,0,0,0
Haryana College of Education (Id: C-10882),43,157,33,57,0,0,0,0
HARYANA COLLEGE OF EDUCATION (Id: C-28047),45,145,0,0,0,0,0,0
"Haryana College of Education, Dhani Bachan Singh, Ellenabad (Id: C-22436)",64,90,0,0,0,0,0,0
"Haryana College of Education Rampura Road, Safidon (Id: C-10873)",9,83,0,0,0,0,0,0
"Haryana College of Nursing, Sirsa (Id: C-30729)",4,215,0,0,0,0,0,0
HARYANA COLLEGE OF SPECIAL EDUCATION AND REHABILITATION (Id: C-57304),0,0,0,0,15,35,0,0
Haryana Engineering College (Id: C-10614),570,121,0,0,0,0,0,0
"Hasanamba College of Education, Hassan (Id: C-17477)",22,68,0,0,0,0,0,0
HASDEO INSTITUTE OF TECHNOLOGY  (Id: C-54695),23,15,28,22,0,0,0,0
"HASDEV COLLEGE OF EDUCATION, AAMAPALI, TILKEJA (Id: C-49167)",48,149,0,0,0,0,0,0
"HASDEV COLLEGE OF EDUCATION,DARRIROAD (Id: C-49168)",2,4,0,0,0,0,0,0
" Hashmatrai & Gangaram Himathmal Mansukhani Institute of Management, Post Box No.17, Smt. CHM College Campus, Opp. Railway Station, Ulhasnagar, Dist. Thane  421 003 (Id: C-33502)",0,0,0,0,0,0,0,0
"Hashmi Mahila Mahavidyalaya, Amroha (Id: C-13365)",0,2248,0,0,0,0,0,0
Hashvitha P.G College (Id: C-26028),0,0,0,0,0,0,0,0
HASINI COLLEGE OF PHYSICAL EDUCATION (Id: C-57399),120,45,0,0,0,0,0,0
"HASITHA WOMENS DEGREE COLLEGE ,MIRYALGUDA (Id: C-54801)",0,536,0,0,0,0,0,0
"HASMUKH GOSWAMI COLLEGE OF ENGG, VAHELAL 024 (Id: C-93)",1094,148,0,0,0,0,0,0
Hasmukh Goswami College of Engineering(SFI)-Vehlal Dahegam 718 (Id: C-342),0,0,0,0,0,0,0,0
"Hasnath Academy of Management Studies, No.43, Dickenson Road, Bangalore-42 (Id: C-20984)",0,44,0,0,0,0,0,0
"Hasnath College for Women, 43, Dickenson Road, Bangalore-42 (Id: C-20702)",0,350,0,0,0,0,0,0
"Hasnath College, No.8/3, Byraveshwara Layout, Hennur Bande, Kalayanagar, Bangalore -43 (Id: C-21152)",0,49,0,0,0,0,0,0
Hassan Khoyihami Memorial Degree College Bandipora (Id: C-21450),1140,981,0,0,0,0,0,0
Hatichong College (Id: C-17207),334,353,0,0,0,0,0,0
Hatidhura College (Id: C-17236),347,402,0,0,0,0,0,0
Hatsingimari College (Id: C-17192),967,831,0,0,0,0,0,0
HAUSILA PRASAD SINGH SMARAK MAHILA MAHAVIDYALAYA SHARIFPUR GOVINDPUR SULTANPUR (Id: C-57614),0,242,0,0,0,0,0,0
"Havanur College of Law, Bangalore (Id: C-9840)",37,40,0,0,0,0,0,0
"Hawabah Women's College, Jabalpur (Id: C-33460)",357,607,0,0,0,0,0,0
HAYAT UNANI MEDICAL COLLEGE AND RESEARCH CENTRE (Id: C-60057),54,65,0,0,0,0,0,0
Hazarath Ameeruddin College of Education (Id: C-39272),84,83,0,0,0,0,0,0
"HAZARATH SAYYED MADANI BANATH WOMEN'S COLLEGE, ULLALA (Id: C-49342)",0,54,0,0,0,0,0,0
HAZARIBAG COLLEGE OF DENTAL SCIENCES & HOSPITAL (Id: C-44441),90,197,0,0,0,0,0,0
"HAZARI LAL MAHAVIDYALAYA, PAHADAPUR, (Id: C-12575)",562,307,0,0,0,0,0,0
"HAZI ABDUL KAUYUM MEMORIAL DEGREE COLLEGE, MAUAIMA (Id: C-50052)",758,919,0,0,0,0,0,0
HAZI ABDULLAH MAHILA MAHAVIDYALAYA (Id: C-56919),327,23,0,0,0,0,0,0
Hazi A.K. Khan College (Id: C-7073),376,594,0,0,0,0,0,0
HAZI EBRAHIM MEMORIAL TEACHERS TRAINING COLLEGE (Id: C-57279),67,32,0,0,0,0,0,0
"HAZI ISMAIL MAHAVIDYALAYA, SADULLAHNAGAR, BALRAMPUR (Id: C-42391)",402,677,0,0,0,0,0,0
"HAZI MAZARUDDIN MAHAVIDYALAYA, DUNDWA, GURSAHAIGANJ, (Id: C-12069)",0,0,0,0,0,0,0,0
"HAZI NAWAB ALI DEGREE COLLEGE,JULHAPUR,DINGRAPUR (Id: C-48961)",594,942,0,0,0,0,0,0
"HAZI NEWAZ ALI MAHAVIDYALAYA, DAULATPUR GRANT (Id: C-56901)",167,126,0,0,0,0,0,0
"HAZI RASHIDAN BEGUM AND HAJI SAHAB JAHAN EDUCATIONCAL INSTITUTE GANESH PUR, GANGDUNDWARA (Id: C-50670)",436,414,45,54,0,0,0,0
Hazi Rustam Mallick Memorial College of Education (Id: C-59405),25,38,26,46,0,0,0,0
"HAZI TAUFIQ ALI MAHAVIDYALAYA, GUNHA, GUGRAPUR, (Id: C-12182)",885,607,0,0,0,0,0,0
"H. B. Arts, Commerce and Science College Pishor Ta kannad (Id: C-59860)",480,294,0,0,0,0,0,0
H B Bhansali T T College (Id: C-53583),100,98,0,0,0,0,0,0
"H.B. College, Vijay Nagar, Jabalpur (Id: C-33357)",102,100,0,0,0,0,0,0
"H.B.H.MAHAVIDYALAYA NANEHERA, VEDBUGAMPUT, SAHARANPUR (Id: C-28746)",915,425,0,0,0,0,0,0
H. B. Kapadia College of Education (Id: C-6010),149,251,0,0,0,0,0,0
"H. B. Patel Institute of Diploma Engineering & Technology, Limbodara, Lunavada 676 (Id: C-184)",0,0,531,95,0,0,0,0
HBS DEGREE COLLEGE (Id: C-48800),195,88,0,0,0,0,0,0
"HCBM First Grade College, Jagalur (Id: C-42248)",196,175,0,0,0,0,0,0
"H.C. College, Bhanpura (Id: C-31677)",165,226,0,0,0,0,0,0
H.C.D.C. College P.O. Nitaipkhuri-785671 (Id: C-8389),168,202,0,0,0,0,0,0
H.D. COLLEGE OF EDUCATION (Id: C-28401),33,104,0,0,0,0,0,0
"H.D. Jain College, Ara (Id: C-27145)",4963,2259,0,0,0,0,0,0
"H.D.JOSHI GOVT.GIRLS, COLLEGE, BANSWARA (Id: C-40028)",0,1746,0,0,0,0,0,0
"HDPY College of Education, Mattupuram P.O., Mannam, Ernakulam 683 520 (Id: C-11740)",6,83,0,0,0,0,0,0
"H D Teacher Training Inst., Bharatpur (Id: C-39068)",97,100,0,0,0,0,0,0
"H.D.V. Science College, Panaspada, Puri (Id: C-39719)",0,0,0,0,0,0,0,0
"HEALTHCARE MANAGEMENT INSTITUTE, KEM HOSPITAL, PUNE (Id: C-60086)",0,0,0,0,0,0,0,0
Heardtland College of Nursing (Id: C-40590),20,31,0,0,0,0,0,0
"Hebbur Mahavidyalaya, Bhadravathi. (Id: C-17841)",53,142,0,0,0,0,0,0
HEERALAL SINGH TEACHERS TRAINING COLLEGE REWA (Id: C-59191),29,37,0,0,0,0,23,20
"HEERA LAL YADAV GIRLS DEGREE COLLEGE, SAROJNI NAGAR (Id: C-12722)",0,1166,0,78,0,0,0,0
"HEERA LAL YADAV LAW COLLEGE, SAROJNI NAGAR (Id: C-12758)",351,104,0,0,0,0,120,62
"HEERA SINGH YADAV MAHAVIDYALAYA, GORARI, VIKRAMPUR, GHAZIPUR (Id: C-49908)",212,308,0,0,0,0,0,0
HELAL TEACHERS TRAINING COLLEGE (Id: C-50758),39,61,0,0,0,0,0,0
"Helioj College, Ujjain (Id: C-31742)",152,44,0,0,0,0,0,0
Hellen Keller's Instiute of Research and Rehabilitation for the Disabled Children (Id: C-25479),280,144,0,0,0,0,0,0
"HEMADRI FIRST GRADE COLLEGE, TUMKUR (Id: C-47576)",31,41,0,0,0,0,0,0
Hemadri Post Graduate Center (Id: C-6972),0,0,0,0,0,0,0,0
"Hemagangotri Post-Graduate Center, Hassan (Id: C-17494)",0,0,0,0,0,0,0,0
"HEMANT DEGREE COLLEGE, SADHONAGAR DAMDAM (Id: C-53061)",263,405,0,0,0,0,0,0
"Hemant Nrutya Sangeet Kala Mahavidyalaya , Maltekdi Road , Amravati. (Id: C-43101)",11,25,0,0,0,0,0,0
Hemnalini Mamorial College of Engineering 343 (Id: C-49705),475,46,0,0,0,0,0,0
HEMUJI CHANDELE  COLLEGE  SHELGAON   R TAL.BARSHI DIST. SOLAPUR. (Id: C-15739),47,78,0,0,0,0,0,0
"HEMWATI NANDAN BAHUGUNA P.G. COLLEGE, LALGANJ, PRATAPGARH (Id: C-42262)",399,341,0,0,0,0,0,0
"HEMWATI NANDAN BAHUGUNA RAJKIYA MAHAVIDYALAYA, NAINI, (Id: C-12232)",1333,1354,0,0,0,0,0,0
"Henry Baker College, Melukavu, Melukavumattom P.O.-686 652 (Id: C-11825)",118,165,0,0,0,0,0,0
Heramba Chandra College (Id: C-11974),2036,977,0,0,0,0,0,0
Heritage Business School 304 (Id: C-6170),0,0,0,0,0,0,0,0
HERITAGE COLLEGE OF EDUCATION (Id: C-49859),19,78,21,70,0,0,0,0
"HERITAGE INSTITUTE OF HOTEL AND TOURISM, AGRA (Id: C-46030)",153,9,0,0,0,0,0,0
"HERITAGE INSTITUTE OF HOTEL AND TOURISM,SHIMLA (Id: C-57824)",164,8,0,0,0,0,0,0
Heritage Institute of Technology 126 (Id: C-6202),3325,862,0,0,0,0,0,0
Heritage International Business School (Id: C-59106),14,65,0,0,0,0,0,0
Heritage Law College (Id: C-53237),180,237,0,0,0,0,0,0
"H.E.S. Homoeopathy College, Akot Rd., Akola (Id: C-13993)",32,77,0,0,0,0,0,0
HETAMPUR RAJBATI B.Ed COLLEGE (Id: C-60106),30,67,0,0,0,0,0,0
HEY NATH VIDHYAPEETH RAMPUR BAKTRA IGLAS ALIGARH (Id: C-57203),151,130,0,0,0,0,0,0
HEZEKIAH COLLEGE OF EDUCATION (Id: C-54612),67,33,0,0,0,0,0,0
H. F. M. DEGREE COLLEGE (Id: C-51869),49,5,0,0,0,0,0,0
H.H.A.GOOD LIFE MAHAVIDYALAYA RAILWAY ROAD KAMPIL FARRUKHABAD (Id: C-59076),163,156,0,0,0,0,0,0
H. & H.B. KOTAK  INSTITUTE OF SCIENCE RAJKOT (Id: C-731),740,235,0,0,0,0,0,0
H. H. Maharaja Hanwant Singh Memorial Girls College (Id: C-52373),0,279,0,0,0,0,0,0
"HHMSPB NSS College for Women, Neeramankara, Thiruvananthapuram (Id: C-43645)",0,1778,0,0,0,0,0,0
H.H.PATEL COLLEGE OF EDUCATION FOR WOMEN (Id: C-56035),0,200,0,0,0,0,0,0
"H H SRI SRI MURALIDHARA SWAMIJI COLLEGE OF AGRICULTURE, MALEGAON (Id: C-50807)",158,70,0,0,0,0,0,0
H H SRI SRI MURLIDHARA SWAMIJI COLLEGE OF HORTICULTURE (Id: C-50691),103,43,0,0,0,0,0,0
"H.H. The Rajah's College, Pudukkottai - 622 001. (Id: C-35871)",2219,666,0,0,0,0,0,0
HICT EDUCATION COLLEGE TEERUPATI MOTERS KE PASS TANSEN ROAD (Id: C-34708),15,35,18,11,0,0,0,0
"HIERANK BUSINESS SCHOOL  A-42,Sector 62,Noida-201307 (Id: C-28973)",318,143,0,0,0,0,0,0
"Higher & Technical Institute, Mizoram (Id: C-8302)",134,117,0,0,0,0,0,0
"HIGH RANK BUSINESS SCHOOL,GAUTAM BUDDH NAGAR (Id: C-49284)",0,0,0,0,0,0,0,0
"Hightech college of Pharmacy, Morba (Id: C-18512)",68,179,42,50,0,0,0,0
Hijli College (Id: C-19046),448,416,0,0,0,0,0,0
HILFUL FUZULCOLLEGE OF EDUCATION AND RESEARCH (HIGHER) (Id: C-57132),31,69,0,0,0,0,0,0
Hill College (Id: C-9399),26,24,0,0,0,0,0,0
"HILL GROVE COLS ACADEMY, COLLEGE OF HIGHER EDUCATION (Id: C-56748)",117,63,0,0,0,0,0,0
HILL GROVE COLS INSTITUTE OF PHARMACY (Id: C-58050),0,0,80,19,0,0,0,0
"Hills College of Teacher's Education, Naharlagun (Id: C-16289)",37,158,0,0,0,0,0,0
HILLSIDE AYURVEDA MEDICAL COLLEGE AND HOSPITAL (Id: C-56652),140,12,0,0,0,0,0,0
Hill Side College of Nursing (Id: C-40514),63,147,0,0,0,0,0,0
Hill Side College of Pharmacy (Id: C-40449),110,57,45,8,0,0,0,0
HILLSIDE COLLEGE OF PHYSIOTHERAPY (Id: C-60620),7,7,0,0,0,0,0,0
"Hill Side Institute of Mgmt., No.9, Raghuvanahalli, Kanakapura Mn. Road, Uttrahalli Hobli, Bangalore -62 (Id: C-20887)",67,19,0,0,0,0,0,0
"Hilltop College, Mohana (Id: C-39323)",262,207,0,0,0,0,0,0
"Hillvalley College of Education for Women, Changampuzha Nagar P.O, Thrikkakara, Kochi - 682 033 (Id: C-11739)",3,82,0,0,0,0,0,0
Hillwoods Academy of Teacher Education (English Medium) (Id: C-5980),0,66,0,0,0,0,0,0
"Himachal Adarsh Sanskrit College, Jangla, Teh. Rohru Distt Shimla (Id: C-11410)",42,37,0,0,0,0,0,0
"Himachal College of Education, Nalagarh at Kishanpura, Nalagarh, Distt Solan (Id: C-11289)",44,352,0,0,0,0,0,0
"Himachal College of Law Kala Amb, Sirmour to be run Maa Saraswati Educational Trust karnal (Id: C-11450)",298,193,0,0,0,0,0,0
"Himachal Dental College, Sundernagar, Distt. Mandi (Id: C-11457)",46,182,0,0,0,0,0,0
"Himachal Institute of Dental Sciences, Paonta Sahib, Distt. Sirmour (Id: C-11255)",99,278,0,0,0,0,0,0
"Himachal Institute of Education, Bye Pass Road, Near Petrol Pump, Amar Building. Solan (Id: C-11285)",6,44,0,0,0,0,0,0
